idade,renda_anual,situacao_moradia,tempo_emprego_anos,motivo_emprestimo,nota_risco,valor_emprestimo,taxa_juros,inadimplencia,comprometimento_renda%,historico_inadimplencia,anos_historico_credito,renda_mensal,faixa_etaria
26,180000,Financiada,2,Empreendimento,B,12000,9.63,Não Inadimplente,0.07,N,4,15000,26-35 anos
25,142800,Financiada,9,Saúde,F,10000,18.25,Inadimplente,0.06,N,4,11900,Até 25 anos
23,14664,Financiada,0,Consolidação de Dividas,C,6000,12.118277554663097,Inadimplente,0.41,N,4,1222,Até 25 anos
24,87000,Aluguel,8,Reforma,D,25000,14.84,Não Inadimplente,0.29,N,3,7250,Até 25 anos
24,75000,Aluguel,0,Empreendimento,E,25000,14.7,Inadimplente,0.33,S,3,6250,Até 25 anos
23,76000,Aluguel,7,Consolidação de Dividas,D,25000,16.02,Inadimplente,0.33,N,4,6333,Até 25 anos
23,66215,Aluguel,1,Saúde,D,25000,15.37,Inadimplente,0.32,S,2,5518,Até 25 anos
25,90000,Aluguel,9,Saúde,B,25000,10.99,Não Inadimplente,0.28,N,4,7500,Até 25 anos
21,15000,Própria,0,Reforma,A,6200,7.9,Inadimplente,0.41,N,2,1250,Até 25 anos
26,180000,Própria,2,Pessoal,B,25000,10.99,Não Inadimplente,0.14,N,4,15000,26-35 anos
24,180000,Própria,8,Educação,B,21000,11.48,Não Inadimplente,0.12,N,3,15000,Até 25 anos
25,180000,Própria,9,Saúde,C,20000,14.26,Não Inadimplente,0.11,S,4,15000,Até 25 anos
26,180000,Própria,0,Reforma,A,10000,8.0,Não Inadimplente,0.06,N,4,15000,26-35 anos
25,180000,Financiada,3,Empreendimento,B,9950,11.26,Não Inadimplente,0.06,N,2,15000,Até 25 anos
23,15000,Própria,7,Saúde,B,4475,12.118277554663097,Inadimplente,0.3,N,4,1250,Até 25 anos
23,78000,Aluguel,2,Empreendimento,D,25000,16.32,Inadimplente,0.32,S,3,6500,Até 25 anos
25,66300,Aluguel,3,Saúde,E,25000,17.93,Inadimplente,0.32,S,4,5525,Até 25 anos
23,90000,Aluguel,0,Consolidação de Dividas,B,25000,11.36,Não Inadimplente,0.28,N,3,7500,Até 25 anos
24,79000,Aluguel,9,Consolidação de Dividas,D,25000,14.96,Inadimplente,0.32,S,4,6583,Até 25 anos
24,91800,Aluguel,4,Pessoal,C,25000,13.43,Não Inadimplente,0.27,S,3,7650,Até 25 anos
25,92000,Aluguel,6,Reforma,B,25000,12.69,Não Inadimplente,0.27,N,3,7667,Até 25 anos
24,92000,Aluguel,1,Empreendimento,C,25000,12.73,Não Inadimplente,0.27,S,4,7667,Até 25 anos
23,93600,Aluguel,3,Empreendimento,D,25000,15.21,Não Inadimplente,0.27,N,4,7800,Até 25 anos
23,15000,Financiada,1,Saúde,C,1750,12.68,Não Inadimplente,0.12,S,3,1250,Até 25 anos
23,70550,Aluguel,3,Saúde,F,25000,19.04,Inadimplente,0.3,S,4,5879,Até 25 anos
25,83800,Aluguel,2,Consolidação de Dividas,D,25000,15.95,Inadimplente,0.3,S,3,6983,Até 25 anos
26,175000,Financiada,3,Empreendimento,A,2600,8.9,Não Inadimplente,0.01,N,4,14583,26-35 anos
25,175000,Financiada,10,Reforma,A,8000,7.9,Não Inadimplente,0.05,N,2,14583,Até 25 anos
22,175000,Financiada,6,Educação,B,18000,9.83738138593829,Não Inadimplente,0.1,N,2,14583,Até 25 anos
23,175000,Financiada,8,Pessoal,B,21000,11.99,Não Inadimplente,0.12,N,3,14583,Até 25 anos
23,15000,Própria,4,Consolidação de Dividas,C,4000,13.98,Inadimplente,0.27,N,4,1250,Até 25 anos
23,15000,Própria,4,Empreendimento,B,4600,10.99,Inadimplente,0.31,N,2,1250,Até 25 anos
22,88000,Aluguel,6,Consolidação de Dividas,D,25000,15.58,Inadimplente,0.28,S,2,7333,Até 25 anos
25,74800,Aluguel,2,Saúde,B,25000,10.99,Inadimplente,0.28,N,2,6233,Até 25 anos
25,88000,Aluguel,0,Empreendimento,D,25000,14.96,Inadimplente,0.28,N,4,7333,Até 25 anos
25,15000,Própria,2,Reforma,D,1750,15.31,Não Inadimplente,0.12,S,4,1250,Até 25 anos
26,88000,Aluguel,2,Empreendimento,D,25000,15.65,Inadimplente,0.28,N,3,7333,26-35 anos
25,100000,Aluguel,1,Empreendimento,B,25000,9.33,Não Inadimplente,0.25,N,4,8333,Até 25 anos
23,15000,Financiada,0,Pessoal,C,3600,13.47,Inadimplente,0.24,N,4,1250,Até 25 anos
24,102400,Aluguel,8,Pessoal,B,25000,10.36,Não Inadimplente,0.24,N,3,8533,Até 25 anos
24,92000,Aluguel,1,Reforma,E,25000,16.77,Inadimplente,0.27,S,4,7667,Até 25 anos
23,93000,Aluguel,0,Consolidação de Dividas,D,25000,14.59,Inadimplente,0.27,S,2,7750,Até 25 anos
22,175000,Aluguel,6,Empreendimento,C,3500,11.91,Não Inadimplente,0.02,S,2,14583,Até 25 anos
23,175000,Financiada,3,Educação,A,7200,8.38,Não Inadimplente,0.04,N,3,14583,Até 25 anos
25,174708,Aluguel,9,Empreendimento,B,9000,10.59,Não Inadimplente,0.05,N,3,14559,Até 25 anos
25,174000,Financiada,2,Consolidação de Dividas,C,8800,14.27,Não Inadimplente,0.05,N,3,14500,Até 25 anos
26,174000,Aluguel,8,Consolidação de Dividas,B,12000,12.53,Não Inadimplente,0.07,N,4,14500,26-35 anos
25,162000,Financiada,5,Consolidação de Dividas,E,25000,16.0,Inadimplente,0.15,S,3,13500,Até 25 anos
26,173467,Financiada,10,Empreendimento,B,10000,11.71,Não Inadimplente,0.06,N,4,14456,26-35 anos
21,15000,Própria,0,Reforma,C,3175,11.54,Inadimplente,0.21,S,3,1250,Até 25 anos
25,96000,Aluguel,2,Reforma,E,25000,15.68,Inadimplente,0.26,S,4,8000,Até 25 anos
21,15120,Financiada,0,Educação,B,1500,10.59,Não Inadimplente,0.1,N,2,1260,Até 25 anos
24,97908,Aluguel,8,Reforma,D,25000,12.61,Inadimplente,0.26,S,2,8159,Até 25 anos
26,110000,Aluguel,3,Pessoal,C,25000,14.098848653667595,Não Inadimplente,0.23,S,2,9167,26-35 anos
23,15204,Financiada,7,Pessoal,A,2800,8.49,Inadimplente,0.18,N,3,1267,Até 25 anos
25,159600,Aluguel,0,Pessoal,D,30000,17.27,Inadimplente,0.19,S,4,13300,Até 25 anos
24,171500,Aluguel,6,Consolidação de Dividas,A,18000,8.9,Não Inadimplente,0.1,N,4,14292,Até 25 anos
25,170004,Financiada,3,Saúde,B,10000,11.11,Não Inadimplente,0.06,N,4,14167,Até 25 anos
24,158004,Aluguel,0,Reforma,D,25000,14.59,Inadimplente,0.16,S,2,13167,Até 25 anos
26,170000,Aluguel,0,Empreendimento,B,13000,12.42,Não Inadimplente,0.08,N,3,14167,26-35 anos
24,83300,Aluguel,0,Saúde,D,25000,12.118277554663097,Inadimplente,0.26,N,2,6942,Até 25 anos
24,110000,Aluguel,7,Reforma,D,25000,15.7,Não Inadimplente,0.23,S,2,9167,Até 25 anos
22,15360,Própria,7,Reforma,B,2500,12.53,Inadimplente,0.16,N,3,1280,Até 25 anos
25,134300,Aluguel,3,Saúde,D,5000,16.49,Inadimplente,0.03,N,2,11192,Até 25 anos
25,170000,Financiada,2,Educação,A,20000,7.49,Não Inadimplente,0.12,N,2,14167,Até 25 anos
22,100580,Aluguel,6,Consolidação de Dividas,D,25000,14.96,Inadimplente,0.25,S,2,8382,Até 25 anos
25,113000,Aluguel,7,Saúde,C,25000,12.73,Não Inadimplente,0.22,S,4,9417,Até 25 anos
24,120000,Aluguel,8,Educação,B,25000,10.65,Não Inadimplente,0.21,N,4,10000,Até 25 anos
25,120000,Aluguel,6,Saúde,B,25000,10.74,Não Inadimplente,0.21,N,2,10000,Até 25 anos
23,120000,Aluguel,7,Educação,B,25000,9.99,Não Inadimplente,0.21,N,2,10000,Até 25 anos
24,91800,Aluguel,5,Saúde,D,25000,15.33,Inadimplente,0.23,S,2,7650,Até 25 anos
21,15600,Própria,5,Empreendimento,A,1000,7.29,Não Inadimplente,0.06,N,4,1300,Até 25 anos
26,108000,Aluguel,2,Pessoal,D,25000,15.05,Inadimplente,0.23,N,3,9000,26-35 anos
26,129996,Aluguel,6,Pessoal,B,25000,10.75,Não Inadimplente,0.19,N,3,10833,26-35 anos
23,130000,Aluguel,4,Educação,D,25000,16.02,Não Inadimplente,0.19,S,2,10833,Até 25 anos
23,130000,Aluguel,7,Empreendimento,B,25000,11.49,Não Inadimplente,0.19,N,4,10833,Até 25 anos
25,170000,Própria,4,Educação,B,20000,12.53,Não Inadimplente,0.12,N,4,14167,Até 25 anos
26,170000,Financiada,0,Empreendimento,C,12000,13.57,Não Inadimplente,0.07,S,2,14167,26-35 anos
22,169000,Aluguel,1,Pessoal,B,14000,11.14,Não Inadimplente,0.08,N,3,14083,Até 25 anos
26,168750,Aluguel,10,Saúde,C,24250,12.87,Não Inadimplente,0.14,S,3,14062,26-35 anos
23,168600,Aluguel,3,Educação,B,20000,11.58,Não Inadimplente,0.12,N,3,14050,Até 25 anos
24,168288,Aluguel,5,Reforma,B,1800,11.12,Não Inadimplente,0.01,N,3,14024,Até 25 anos
25,168000,Financiada,2,Pessoal,B,35000,10.65,Não Inadimplente,0.21,N,2,14000,Até 25 anos
24,133300,Aluguel,6,Consolidação de Dividas,B,25000,10.37,Não Inadimplente,0.19,N,2,11108,Até 25 anos
24,15600,Própria,5,Reforma,A,3300,6.39,Inadimplente,0.21,N,4,1300,Até 25 anos
24,134000,Aluguel,8,Pessoal,D,25000,16.07,Não Inadimplente,0.19,S,3,11167,Até 25 anos
25,134000,Aluguel,7,Saúde,B,25000,10.62,Não Inadimplente,0.19,N,2,11167,Até 25 anos
25,15600,Própria,0,Empreendimento,F,3200,18.09,Inadimplente,0.21,N,2,1300,Até 25 anos
25,135000,Aluguel,5,Educação,B,25000,11.36,Não Inadimplente,0.19,N,4,11250,Até 25 anos
26,135660,Aluguel,10,Consolidação de Dividas,B,25000,12.53,Não Inadimplente,0.18,N,4,11305,26-35 anos
25,145000,Aluguel,0,Educação,B,25000,9.99,Não Inadimplente,0.17,N,4,12083,Até 25 anos
23,150000,Aluguel,4,Educação,B,25000,10.36,Não Inadimplente,0.17,N,3,12500,Até 25 anos
23,165000,Financiada,3,Educação,A,9600,5.99,Não Inadimplente,0.06,N,3,13750,Até 25 anos
22,153000,Financiada,5,Consolidação de Dividas,D,24000,15.62,Inadimplente,0.16,S,2,12750,Até 25 anos
24,165000,Financiada,5,Pessoal,B,20000,10.37,Não Inadimplente,0.12,N,4,13750,Até 25 anos
25,165000,Financiada,0,Reforma,F,25000,19.74,Não Inadimplente,0.15,N,4,13750,Até 25 anos
21,165000,Financiada,5,Educação,A,20000,6.91,Não Inadimplente,0.12,N,4,13750,Até 25 anos
23,16000,Própria,7,Saúde,A,6000,7.9,Inadimplente,0.38,N,2,1333,Até 25 anos
23,16000,Financiada,3,Consolidação de Dividas,C,2275,13.06,Não Inadimplente,0.14,S,4,1333,Até 25 anos
23,16000,Própria,7,Pessoal,A,2000,6.39,Não Inadimplente,0.13,N,3,1333,Até 25 anos
23,148000,Aluguel,1,Consolidação de Dividas,E,25000,14.93,Inadimplente,0.17,N,3,12333,Até 25 anos
23,16000,Financiada,1,Saúde,C,5600,12.84,Inadimplente,0.35,N,4,1333,Até 25 anos
24,16020,Própria,3,Empreendimento,E,3625,17.14,Inadimplente,0.23,S,2,1335,Até 25 anos
22,16094,Financiada,2,Empreendimento,A,5500,7.14,Inadimplente,0.34,N,3,1341,Até 25 anos
25,175000,Aluguel,2,Pessoal,A,25000,8.9,Não Inadimplente,0.14,N,2,14583,Até 25 anos
22,16200,Própria,6,Pessoal,B,2000,12.42,Não Inadimplente,0.12,N,3,1350,Até 25 anos
24,185000,Aluguel,7,Reforma,C,25000,12.68,Não Inadimplente,0.14,S,2,15417,Até 25 anos
25,162000,Aluguel,9,Pessoal,C,25000,11.03,Não Inadimplente,0.15,N,2,13500,Até 25 anos
26,161000,Aluguel,10,Empreendimento,A,30000,7.9,Não Inadimplente,0.19,N,4,13417,26-35 anos
22,160000,Financiada,0,Saúde,B,35000,10.65,Não Inadimplente,0.22,N,4,13333,Até 25 anos
25,225000,Aluguel,5,Empreendimento,B,25000,11.86,Não Inadimplente,0.11,N,4,18750,Até 25 anos
25,16400,Própria,1,Pessoal,A,5000,8.94,Inadimplente,0.3,N,4,1367,Até 25 anos
23,16500,Própria,6,Empreendimento,B,4375,9.63,Inadimplente,0.27,N,4,1375,Até 25 anos
25,49500,Aluguel,6,Pessoal,C,24750,14.22,Inadimplente,0.5,N,3,4125,Até 25 anos
23,60000,Aluguel,4,Consolidação de Dividas,B,24750,9.33,Inadimplente,0.41,N,3,5000,Até 25 anos
24,84200,Aluguel,8,Saúde,C,24500,13.85,Não Inadimplente,0.29,N,4,7017,Até 25 anos
22,16800,Financiada,5,Educação,B,2000,10.65,Não Inadimplente,0.12,N,2,1400,Até 25 anos
24,92000,Aluguel,8,Saúde,B,24500,11.46,Não Inadimplente,0.27,N,4,7667,Até 25 anos
23,160000,Financiada,5,Pessoal,A,35000,7.66,Não Inadimplente,0.22,N,2,13333,Até 25 anos
24,160000,Financiada,9,Empreendimento,E,12000,16.77,Não Inadimplente,0.07,N,4,13333,Até 25 anos
25,160000,Financiada,1,Pessoal,B,12000,9.63,Não Inadimplente,0.07,N,4,13333,Até 25 anos
26,160000,Aluguel,6,Pessoal,C,25000,12.23,Não Inadimplente,0.16,S,4,13333,26-35 anos
25,125800,Financiada,0,Saúde,D,10000,14.09,Inadimplente,0.07,N,4,10483,Até 25 anos
25,54000,Aluguel,2,Pessoal,C,24250,13.98,Inadimplente,0.45,N,4,4500,Até 25 anos
23,62500,Aluguel,1,Educação,B,24250,10.62,Inadimplente,0.39,N,4,5208,Até 25 anos
24,16800,Financiada,4,Consolidação de Dividas,A,3900,12.118277554663097,Inadimplente,0.23,N,3,1400,Até 25 anos
25,68400,Aluguel,9,Pessoal,E,24250,17.56,Inadimplente,0.35,N,4,5700,Até 25 anos
26,56045,Aluguel,1,Saúde,D,24250,14.96,Inadimplente,0.37,N,2,4670,26-35 anos
22,74000,Aluguel,7,Consolidação de Dividas,D,24250,15.65,Inadimplente,0.33,S,2,6167,Até 25 anos
24,65453,Aluguel,9,Saúde,D,24250,15.7,Inadimplente,0.31,N,2,5454,Até 25 anos
24,89908,Aluguel,1,Empreendimento,B,24250,12.53,Não Inadimplente,0.27,N,3,7492,Até 25 anos
26,78000,Aluguel,0,Reforma,E,24250,17.56,Inadimplente,0.31,S,3,6500,26-35 anos
23,100000,Aluguel,0,Pessoal,C,24250,12.87,Não Inadimplente,0.24,S,2,8333,Até 25 anos
23,103000,Aluguel,6,Pessoal,D,24250,15.7,Não Inadimplente,0.24,N,2,8583,Até 25 anos
25,160000,Financiada,2,Educação,A,9000,9.83738138593829,Não Inadimplente,0.06,N,3,13333,Até 25 anos
25,160000,Própria,5,Empreendimento,B,15000,11.14,Não Inadimplente,0.09,N,4,13333,Até 25 anos
24,160000,Financiada,3,Empreendimento,D,20000,16.0,Não Inadimplente,0.13,N,3,13333,Até 25 anos
23,160000,Financiada,2,Educação,D,25000,15.65,Não Inadimplente,0.16,S,2,13333,Até 25 anos
26,160000,Financiada,0,Consolidação de Dividas,C,13750,9.83738138593829,Não Inadimplente,0.09,N,4,13333,26-35 anos
21,160000,Financiada,3,Empreendimento,D,15250,15.31,Não Inadimplente,0.1,S,4,13333,Até 25 anos
25,160000,Financiada,3,Empreendimento,C,20000,13.47,Não Inadimplente,0.13,S,2,13333,Até 25 anos
22,16800,Financiada,0,Reforma,C,4750,13.85,Inadimplente,0.28,S,2,1400,Até 25 anos
25,111996,Aluguel,9,Pessoal,D,24250,9.83738138593829,Não Inadimplente,0.22,N,3,9333,Até 25 anos
21,16800,Financiada,0,Empreendimento,B,6000,10.39,Inadimplente,0.36,N,4,1400,Até 25 anos
25,115200,Aluguel,0,Reforma,B,24250,11.36,Não Inadimplente,0.21,N,2,9600,Até 25 anos
23,144000,Aluguel,0,Educação,B,24250,11.83,Não Inadimplente,0.17,N,3,12000,Até 25 anos
23,287000,Aluguel,3,Educação,B,24250,12.53,Não Inadimplente,0.08,N,3,23917,Até 25 anos
22,108000,Aluguel,1,Reforma,D,24150,14.96,Inadimplente,0.22,S,3,9000,Até 25 anos
22,43000,Aluguel,7,Consolidação de Dividas,C,24000,13.85,Inadimplente,0.56,S,3,3583,Até 25 anos
23,47004,Aluguel,1,Empreendimento,B,24000,11.58,Inadimplente,0.51,N,4,3917,Até 25 anos
24,48000,Aluguel,4,Empreendimento,D,24000,16.29,Inadimplente,0.5,S,2,4000,Até 25 anos
26,48000,Aluguel,4,Saúde,A,24000,12.118277554663097,Inadimplente,0.5,N,3,4000,26-35 anos
21,44964,Aluguel,2,Educação,D,24000,16.29,Inadimplente,0.53,S,2,3747,Até 25 anos
25,52000,Aluguel,4,Pessoal,B,24000,10.74,Inadimplente,0.46,N,2,4333,Até 25 anos
22,17352,Financiada,4,Educação,C,2250,15.27,Não Inadimplente,0.13,S,3,1446,Até 25 anos
24,47000,Aluguel,3,Pessoal,F,24000,17.8,Inadimplente,0.51,N,2,3917,Até 25 anos
22,17400,Financiada,6,Empreendimento,B,1000,11.36,Não Inadimplente,0.06,N,2,1450,Até 25 anos
22,49000,Aluguel,2,Saúde,E,24000,17.56,Inadimplente,0.49,N,4,4083,Até 25 anos
26,60000,Aluguel,0,Pessoal,A,24000,7.9,Inadimplente,0.4,N,4,5000,26-35 anos
25,60000,Aluguel,3,Pessoal,B,24000,10.99,Inadimplente,0.4,N,4,5000,Até 25 anos
22,60000,Aluguel,0,Pessoal,A,24000,7.29,Inadimplente,0.4,N,3,5000,Até 25 anos
21,60000,Aluguel,5,Saúde,B,24000,10.75,Inadimplente,0.4,N,2,5000,Até 25 anos
26,62004,Aluguel,9,Consolidação de Dividas,A,24000,7.9,Inadimplente,0.39,N,3,5167,26-35 anos
22,62400,Aluguel,3,Educação,D,24000,14.84,Inadimplente,0.38,N,2,5200,Até 25 anos
26,65000,Aluguel,10,Consolidação de Dividas,A,24000,12.118277554663097,Inadimplente,0.37,N,2,5417,26-35 anos
22,17760,Financiada,6,Educação,C,4975,15.190242179616549,Inadimplente,0.28,S,3,1480,Até 25 anos
23,59000,Aluguel,5,Consolidação de Dividas,E,24000,19.69,Inadimplente,0.41,S,2,4917,Até 25 anos
23,66000,Aluguel,6,Empreendimento,A,24000,12.118277554663097,Inadimplente,0.36,N,4,5500,Até 25 anos
24,60000,Aluguel,0,Empreendimento,D,24000,14.96,Inadimplente,0.4,N,4,5000,Até 25 anos
25,66143,Aluguel,9,Educação,A,24000,6.99,Inadimplente,0.36,N,3,5512,Até 25 anos
22,62250,Aluguel,3,Pessoal,E,24000,16.45,Inadimplente,0.39,S,4,5188,Até 25 anos
24,70000,Aluguel,8,Educação,B,24000,10.99,Inadimplente,0.34,N,4,5833,Até 25 anos
23,74000,Aluguel,7,Consolidação de Dividas,B,24000,10.99,Inadimplente,0.32,N,2,6167,Até 25 anos
22,18000,Própria,3,Pessoal,A,3000,7.9,Inadimplente,0.17,N,4,1500,Até 25 anos
22,75000,Aluguel,6,Educação,B,24000,12.69,Inadimplente,0.32,N,4,6250,Até 25 anos
24,75000,Aluguel,9,Saúde,B,24000,10.37,Inadimplente,0.32,N,3,6250,Até 25 anos
24,75000,Aluguel,7,Reforma,C,24000,12.118277554663097,Inadimplente,0.32,N,3,6250,Até 25 anos
26,69000,Aluguel,0,Consolidação de Dividas,F,24000,15.83,Inadimplente,0.35,N,3,5750,26-35 anos
23,78000,Aluguel,4,Pessoal,C,24000,13.92,Inadimplente,0.31,N,3,6500,Até 25 anos
22,18000,Própria,4,Empreendimento,B,2000,11.49,Não Inadimplente,0.11,N,3,1500,Até 25 anos
24,80000,Aluguel,2,Saúde,B,24000,10.25,Não Inadimplente,0.3,N,2,6667,Até 25 anos
22,18000,Própria,1,Reforma,A,3500,7.49,Inadimplente,0.19,N,4,1500,Até 25 anos
23,18000,Própria,3,Educação,A,4000,5.99,Inadimplente,0.22,N,2,1500,Até 25 anos
23,74700,Aluguel,6,Pessoal,D,24000,12.92,Inadimplente,0.32,N,2,6225,Até 25 anos
26,88596,Aluguel,3,Pessoal,B,24000,11.58,Não Inadimplente,0.27,N,3,7383,26-35 anos
25,95000,Aluguel,4,Educação,A,24000,8.9,Não Inadimplente,0.25,N,2,7917,Até 25 anos
22,83000,Aluguel,6,Consolidação de Dividas,E,24000,19.69,Inadimplente,0.29,N,3,6917,Até 25 anos
25,95000,Aluguel,9,Empreendimento,A,24000,6.54,Não Inadimplente,0.25,N,4,7917,Até 25 anos
21,18000,Própria,3,Reforma,D,4900,14.54,Inadimplente,0.27,S,4,1500,Até 25 anos
21,18000,Própria,4,Educação,B,5000,11.11,Inadimplente,0.28,N,2,1500,Até 25 anos
26,100000,Aluguel,5,Pessoal,C,24000,12.73,Não Inadimplente,0.24,N,4,8333,26-35 anos
24,110000,Aluguel,7,Empreendimento,D,24000,15.62,Não Inadimplente,0.22,N,4,9167,Até 25 anos
24,18000,Própria,0,Reforma,A,6250,6.54,Inadimplente,0.35,N,4,1500,Até 25 anos
22,98000,Aluguel,7,Consolidação de Dividas,F,24000,15.190242179616549,Inadimplente,0.24,S,2,8167,Até 25 anos
26,103872,Aluguel,6,Consolidação de Dividas,G,24000,20.03,Inadimplente,0.23,N,4,8656,26-35 anos
22,120000,Aluguel,4,Educação,B,24000,9.91,Não Inadimplente,0.2,N,4,10000,Até 25 anos
24,120000,Aluguel,1,Empreendimento,B,24000,12.69,Não Inadimplente,0.2,N,4,10000,Até 25 anos
26,108000,Aluguel,9,Educação,G,24000,20.16,Inadimplente,0.22,N,3,9000,26-35 anos
24,124080,Aluguel,4,Pessoal,D,24000,16.49,Não Inadimplente,0.19,S,4,10340,Até 25 anos
23,18000,Financiada,1,Saúde,D,2500,15.95,Inadimplente,0.14,N,2,1500,Até 25 anos
24,130000,Aluguel,7,Consolidação de Dividas,B,24000,11.49,Não Inadimplente,0.18,N,3,10833,Até 25 anos
25,135000,Aluguel,8,Pessoal,B,24000,10.99,Não Inadimplente,0.18,N,2,11250,Até 25 anos
24,135000,Aluguel,4,Reforma,C,24000,13.79,Não Inadimplente,0.18,N,2,11250,Até 25 anos
23,114750,Aluguel,2,Saúde,G,24000,20.03,Inadimplente,0.18,S,3,9562,Até 25 anos
23,150000,Aluguel,0,Educação,A,24000,7.49,Não Inadimplente,0.16,N,4,12500,Até 25 anos
23,138000,Aluguel,7,Consolidação de Dividas,D,24000,16.0,Inadimplente,0.17,S,2,11500,Até 25 anos
24,18000,Própria,6,Pessoal,A,13000,7.88,Inadimplente,0.72,N,3,1500,Até 25 anos
21,18000,Própria,0,Empreendimento,B,6250,10.62,Inadimplente,0.35,N,4,1500,Até 25 anos
26,155000,Aluguel,7,Consolidação de Dividas,B,24000,10.99,Não Inadimplente,0.15,N,4,12917,26-35 anos
26,148000,Aluguel,1,Educação,F,24000,18.3,Inadimplente,0.16,N,2,12333,26-35 anos
26,170000,Aluguel,3,Consolidação de Dividas,C,24000,14.098848653667595,Não Inadimplente,0.14,S,2,14167,26-35 anos
21,18000,Própria,1,Pessoal,B,2500,11.36,Não Inadimplente,0.14,N,3,1500,Até 25 anos
24,43896,Aluguel,8,Reforma,B,23975,12.118277554663097,Inadimplente,0.55,N,2,3658,Até 25 anos
23,120000,Aluguel,4,Saúde,C,23750,13.47,Não Inadimplente,0.2,N,2,10000,Até 25 anos
24,54996,Aluguel,2,Pessoal,B,23600,11.89,Inadimplente,0.43,N,3,4583,Até 25 anos
24,18000,Financiada,0,Consolidação de Dividas,B,10000,12.18,Inadimplente,0.56,N,2,1500,Até 25 anos
25,102000,Aluguel,9,Consolidação de Dividas,C,23600,13.49,Não Inadimplente,0.23,N,4,8500,Até 25 anos
23,75000,Aluguel,3,Pessoal,E,23575,14.5,Inadimplente,0.31,N,4,6250,Até 25 anos
22,18000,Própria,2,Saúde,C,4000,12.118277554663097,Inadimplente,0.22,N,2,1500,Até 25 anos
22,18000,Própria,1,Saúde,D,5400,15.31,Inadimplente,0.3,S,2,1500,Até 25 anos
25,18000,Financiada,1,Saúde,B,4000,12.118277554663097,Inadimplente,0.22,N,3,1500,Até 25 anos
21,18000,Própria,5,Empreendimento,B,3375,12.118277554663097,Inadimplente,0.19,N,2,1500,Até 25 anos
22,66960,Aluguel,1,Empreendimento,A,23400,7.49,Inadimplente,0.35,N,2,5580,Até 25 anos
22,43385,Aluguel,7,Pessoal,C,23000,12.118277554663097,Inadimplente,0.53,N,3,3615,Até 25 anos
25,56544,Aluguel,3,Educação,B,23000,12.118277554663097,Inadimplente,0.41,N,2,4712,Até 25 anos
23,60000,Aluguel,2,Empreendimento,B,23000,12.18,Inadimplente,0.38,N,4,5000,Até 25 anos
24,18000,Financiada,3,Empreendimento,C,1200,11.34,Não Inadimplente,0.07,S,4,1500,Até 25 anos
25,63208,Aluguel,9,Educação,B,23000,9.91,Inadimplente,0.36,N,3,5267,Até 25 anos
24,65000,Aluguel,0,Reforma,B,23000,11.99,Inadimplente,0.35,N,4,5417,Até 25 anos
23,68000,Aluguel,7,Educação,B,23000,9.62,Inadimplente,0.34,N,2,5667,Até 25 anos
22,18000,Própria,1,Consolidação de Dividas,B,3000,9.96,Inadimplente,0.17,N,3,1500,Até 25 anos
25,80000,Aluguel,9,Empreendimento,C,23000,9.83738138593829,Não Inadimplente,0.29,N,2,6667,Até 25 anos
24,88000,Aluguel,1,Empreendimento,D,23000,14.54,Inadimplente,0.26,N,2,7333,Até 25 anos
22,58600,Aluguel,5,Saúde,B,22750,11.36,Inadimplente,0.39,N,4,4883,Até 25 anos
23,70000,Aluguel,7,Consolidação de Dividas,C,22500,14.27,Inadimplente,0.32,N,2,5833,Até 25 anos
24,18287,Própria,3,Reforma,B,3000,11.99,Inadimplente,0.16,N,3,1524,Até 25 anos
26,69846,Aluguel,2,Educação,F,22500,18.99,Inadimplente,0.32,S,2,5820,26-35 anos
24,73000,Aluguel,0,Empreendimento,E,22400,16.7,Inadimplente,0.31,S,4,6083,Até 25 anos
24,18500,Financiada,8,Pessoal,A,5000,9.32,Inadimplente,0.27,N,3,1542,Até 25 anos
23,35000,Aluguel,2,Consolidação de Dividas,B,22250,12.69,Inadimplente,0.64,N,3,2917,Até 25 anos
25,43000,Aluguel,9,Reforma,C,22000,13.11,Inadimplente,0.51,N,2,3583,Até 25 anos
